product_code,Business Unit,Type,Products Business Line Leader,Subtype,Product Name,Brand Name,Brand Manager
76677485,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,Pole (3m collapsable),RED CURTAIN,Siras Invictus
76692327,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,LIVESTOCK,Boar,RED CURTAIN,Siras Invictus
76785565,LUXURY SPECIALTIES,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Potion of Invulnerability,BORDERLANDS,Thaldrak Battlehammer
76837256,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,IOUN STONE,Ioun Stone - Intellect,U.N.N.,Ruralion Baeneduren
76952758,COMMISSIONS,SUMMONING DEVICE,Gundren Rockseeker,RING,Ring of Earth Elemental Command,ARCANTIC,Enthoril Murkywaters
77005127,LUXURY SPECIALTIES,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Potion of Heroism,MYTHAL,Arentian Mythrandius
77041241,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Saddlebags,U.N.N.,Ruralion Baeneduren
77065526,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Giant Riding Lizard,BORDERLANDS,Thaldrak Battlehammer
77083654,ADVENTURING,JEWELRY,Lanec Lot,RING,Ring of Obscuring,RED CURTAIN,Siras Invictus
77124976,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,IOUN STONE,Ioun Stone - Agility,MYTHAL,Arentian Mythrandius
77145007,ADVENTURING,MUSICAL INSTRUMENT,Balthazaar Viscari,STRING INSTRUMENT,Guitar,U.N.N.,Ruralion Baeneduren
77146625,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,"Poison, Basic (4L)",U.N.N.,Ruralion Baeneduren
77244174,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Totem (Druidic focus),U.N.N.,Ruralion Baeneduren
77260440,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Ink pen (with Ink),RED CURTAIN,Siras Invictus
77460706,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,HELMET,Helm of Telepathy,BORDERLANDS,Thaldrak Battlehammer
77509947,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,HELMET,Headband of Intellect,BORDERLANDS,Thaldrak Battlehammer
77551115,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOL KITS,Brewer’s supplies ,U.N.N.,Ruralion Baeneduren
77594689,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Scroll of Protection (Undead),SABLE,Nundro Rockseeker
77803367,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Hook of Fishers Delight,MYTHAL,Arentian Mythrandius
77963797,LUXURY SPECIALTIES,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Masquerade Tattoo Enchantment,ARCANTIC,Enthoril Murkywaters
77979509,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,ARMOUR OTHER,Armour of Acid Resistance,SABLE,Nundro Rockseeker
78051481,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Scimitar ,U.N.N.,Ruralion Baeneduren
78144373,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Sword of Sharpness,SABLE,Nundro Rockseeker
78168760,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Thermal Cube,ARCANTIC,Enthoril Murkywaters
78199114,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,GOGGLES,Goggles of Object Reading,MYTHAL,Arentian Mythrandius
78229174,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Potion of Superior Healing,SABLE,Nundro Rockseeker
78275990,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,CONTAINER,Chest of Preserving,BORDERLANDS,Thaldrak Battlehammer
78356843,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Camel,BORDERLANDS,Thaldrak Battlehammer
78489998,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Revenant Double-Bladed Scimitar,SABLE,Nundro Rockseeker
78579929,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Serpents Fang,U.N.N.,Ruralion Baeneduren
78619459,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Military Saddle,BORDERLANDS,Thaldrak Battlehammer
78628630,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SURVIVAL & WILDERNESS,Tinderbox ,U.N.N.,Ruralion Baeneduren
78656448,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Ear Horn of Hearing,BORDERLANDS,Thaldrak Battlehammer
78714011,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,STAFF,Staff of the Python,U.N.N.,Ruralion Baeneduren
78715895,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Potion of Watchful Rest,SABLE,Nundro Rockseeker
78765633,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,ARMOUR OTHER,Medium Armour +1,ARCANTIC,Enthoril Murkywaters
78769198,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,MEDIUM ARMOUR,Dragonguard,BORDERLANDS,Thaldrak Battlehammer
78797693,ADVENTURING,MUSICAL INSTRUMENT,Balthazaar Viscari,STRING INSTRUMENT,Mac-Fuirmidh cittern,ARCANTIC,Enthoril Murkywaters
78832827,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,CONTAINER,Wand Sheath,BORDERLANDS,Thaldrak Battlehammer
78858134,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,BELT / GIRDLE,Belt of Hill Giant Strength,BORDERLANDS,Thaldrak Battlehammer
78978654,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,WAND,Wand of the War Mage +1,SABLE,Nundro Rockseeker
78984987,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,STAFF,Staff of the Woodlands,U.N.N.,Ruralion Baeneduren
79038652,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOL KITS,Thieves’ tools ,U.N.N.,Ruralion Baeneduren
79054740,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Heart Weavers Primer,SABLE,Nundro Rockseeker
79102076,COMMISSIONS,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Crystal Ball of True Seeing,SABLE,Nundro Rockseeker
79149698,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Infernal Puzzle Box,SABLE,Nundro Rockseeker
79177848,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Spell Scroll Level 4,U.N.N.,Ruralion Baeneduren
79197980,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Exotic Saddle,U.N.N.,Ruralion Baeneduren
79285632,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Potion of Healing,ARCANTIC,Enthoril Murkywaters
79290476,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Wand,BORDERLANDS,Thaldrak Battlehammer
79341256,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Bag of Bounty,MYTHAL,Arentian Mythrandius
79365102,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Revenant Double-Bladed Scimitar,BORDERLANDS,Thaldrak Battlehammer
79380099,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,Bell ,RED CURTAIN,Siras Invictus
79388167,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,CONTAINER,Wand Sheath,RED CURTAIN,Siras Invictus
79445925,LUXURY SPECIALTIES,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Spellwrought Tattoo Enchantment,RED CURTAIN,Siras Invictus
79527665,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,CLOAK,Cloak of the Bat,MYTHAL,Arentian Mythrandius
79610314,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,HELMET,Green Dragon Mask,U.N.N.,Ruralion Baeneduren
79610982,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,"Pick, miner’s ",BORDERLANDS,Thaldrak Battlehammer
79673465,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Shatterspike,RED CURTAIN,Siras Invictus
79752922,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,LIGHT ARMOUR,Hide armour,BORDERLANDS,Thaldrak Battlehammer
79820125,ADVENTURING,TOOLS & KITS,Kay Glimshine,SURVIVAL & WILDERNESS,Candle (Set of 24),U.N.N.,Ruralion Baeneduren
79976527,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SURVIVAL & WILDERNESS,Hunting trap ,BORDERLANDS,Thaldrak Battlehammer
80020614,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,SIMPLE RANGED WEAPON,Dwarven Thrower,SABLE,Nundro Rockseeker
80035431,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Spies' Murmur,RED CURTAIN,Siras Invictus
80090550,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Chime of Opening,ARCANTIC,Enthoril Murkywaters
80150956,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,SHIELD,Shield of Missile Attraction,RED CURTAIN,Siras Invictus
80250420,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,SHIELD,Battering Shield,SABLE,Nundro Rockseeker
80456975,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,STAFF,Staff of Swarming Insects,U.N.N.,Ruralion Baeneduren
80461165,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,GAUNTLETS / GLOVES,Arcane Propulsion Arm,BORDERLANDS,Thaldrak Battlehammer
80552324,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Draft Horse,BORDERLANDS,Thaldrak Battlehammer
80578852,LUXURY SPECIALTIES,MUSICAL INSTRUMENT,Balthazaar Viscari,STRING INSTRUMENT,Revelers Concertina,MYTHAL,Arentian Mythrandius
80586762,LUXURY SPECIALTIES,MUSICAL INSTRUMENT,Balthazaar Viscari,STRING INSTRUMENT,Anstruth harp,U.N.N.,Ruralion Baeneduren
80610757,ADVENTURING,JEWELRY,Lanec Lot,RING,Ring of Animal Influence,ARCANTIC,Enthoril Murkywaters
80614330,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,War pick ,RED CURTAIN,Siras Invictus
80659889,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Sun Blade,MYTHAL,Arentian Mythrandius
80663260,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,WAND,Wand of the War Mage +3,SABLE,Nundro Rockseeker
80664925,COMMISSIONS,ADVENTURING EQUIPMENT,Bubbles,GAUNTLETS / GLOVES,Gloves of Soul Catching,RED CURTAIN,Siras Invictus
80667548,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOL KITS,Cook’s utensils ,U.N.N.,Ruralion Baeneduren
80688279,LUXURY SPECIALTIES,JEWELRY,Lanec Lot,RING,Ring of Telekinesis,ARCANTIC,Enthoril Murkywaters
80692327,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,STAFF,Staff of Healing,ARCANTIC,Enthoril Murkywaters
80693897,LUXURY SPECIALTIES,SUMMONING DEVICE,Gundren Rockseeker,SUMMONING DEVICE,Reincarnation Dust,ARCANTIC,Enthoril Murkywaters
80707664,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Spell Scroll: Cantrip,RED CURTAIN,Siras Invictus
80738614,COMMISSIONS,JEWELRY,Lanec Lot,AMULET / NECKLACE,Talisman of Pure Good,SABLE,Nundro Rockseeker
80758482,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,HELMET,White Dragon Mask,MYTHAL,Arentian Mythrandius
80770294,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,WEAPON OTHER,Adamantine Weapon,BORDERLANDS,Thaldrak Battlehammer
80796824,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Cast-off Armour Enchantment,ARCANTIC,Enthoril Murkywaters
80834235,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,LIGHT ARMOUR,Light Armour +3,RED CURTAIN,Siras Invictus
80834821,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,IOUN STONE,Ioun Stone - Insight,ARCANTIC,Enthoril Murkywaters
80843611,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,WAND,Wand of Wonder,BORDERLANDS,Thaldrak Battlehammer
80945990,LUXURY SPECIALTIES,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Spell Gem (Star Ruby),MYTHAL,Arentian Mythrandius
80992681,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,CONTAINER,Alchemy Jug (Orange),SABLE,Nundro Rockseeker
81112416,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,BELT / GIRDLE,Belt of Hill Giant Strength,SABLE,Nundro Rockseeker
81212669,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Spell Scroll Level 1,MYTHAL,Arentian Mythrandius
81220829,COMMISSIONS,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Potion of Giant Size,RED CURTAIN,Siras Invictus
81225183,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SURVIVAL & WILDERNESS,Bead of Nourishment,ARCANTIC,Enthoril Murkywaters
81291802,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Scroll of Protection (Undead),SABLE,Nundro Rockseeker
81384271,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Longsword ,BORDERLANDS,Thaldrak Battlehammer
81460734,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SURVIVAL & WILDERNESS,Rations (10 days) ,RED CURTAIN,Siras Invictus
81483962,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,HEAVY ARMOUR,Ring mail ,BORDERLANDS,Thaldrak Battlehammer
81506118,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,GAUNTLETS / GLOVES,Living Gloves,MYTHAL,Arentian Mythrandius
81532650,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Scroll of Protection (Fiends),MYTHAL,Arentian Mythrandius
81692830,LUXURY SPECIALTIES,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Wyvern,BORDERLANDS,Thaldrak Battlehammer
81715068,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,HELMET,Watchful Helm,BORDERLANDS,Thaldrak Battlehammer
81736050,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Rowboat,RED CURTAIN,Siras Invictus
81769175,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,HELMET,Headband of Intellect,SABLE,Nundro Rockseeker
81775660,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Charm of Plant Command,ARCANTIC,Enthoril Murkywaters
81802282,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,BELT / GIRDLE,Belt of Frost Giant Strength,ARCANTIC,Enthoril Murkywaters
81862299,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,Ladder (10-foot) ,RED CURTAIN,Siras Invictus
81894587,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Hew,SABLE,Nundro Rockseeker
81931770,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,STAFF,Dragonstaff of Ahghairon,SABLE,Nundro Rockseeker
81969289,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,WAND,Wand of Binding,BORDERLANDS,Thaldrak Battlehammer
82000658,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Fane-Eater,SABLE,Nundro Rockseeker
82029328,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Night Caller,SABLE,Nundro Rockseeker
82041657,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Talking Doll,U.N.N.,Ruralion Baeneduren
82070546,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,CLOAK,Piwafwi of Fire Resistance,ARCANTIC,Enthoril Murkywaters
82078923,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Fire Elemental Essence Shard,U.N.N.,Ruralion Baeneduren
82086938,ADVENTURING,MUSICAL INSTRUMENT,Balthazaar Viscari,PERCUSSION INSTRUMENT,Drum,BORDERLANDS,Thaldrak Battlehammer
82087713,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Fernian Ash Focus,BORDERLANDS,Thaldrak Battlehammer
82093575,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Armor of Gleaming Enchantment,SABLE,Nundro Rockseeker
82129501,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,HELMET,Peregrine Mask,BORDERLANDS,Thaldrak Battlehammer
82138884,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,HELMET,Helm of Brilliance,ARCANTIC,Enthoril Murkywaters
82211521,LUXURY SPECIALTIES,SUMMONING DEVICE,Gundren Rockseeker,SUMMONING DEVICE,Stone of Controlling Earth Elementals,SABLE,Nundro Rockseeker
82228380,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Waythe,ARCANTIC,Enthoril Murkywaters
82233435,LUXURY SPECIALTIES,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Potion of Speed,MYTHAL,Arentian Mythrandius
82250346,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Bottled Breath,RED CURTAIN,Siras Invictus
82315749,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Sunforger,SABLE,Nundro Rockseeker
82399225,LUXURY SPECIALTIES,SUMMONING DEVICE,Gundren Rockseeker,SUMMONING DEVICE,Marble Elephant of Wondrous Power,ARCANTIC,Enthoril Murkywaters
82401911,COMMISSIONS,ADVENTURING EQUIPMENT,Bubbles,GOGGLES,Danoths Visor,ARCANTIC,Enthoril Murkywaters
82462267,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Potion of Animal Friendship,SABLE,Nundro Rockseeker
82474042,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Veterans Cane,SABLE,Nundro Rockseeker
82499611,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Oil (flask) ,BORDERLANDS,Thaldrak Battlehammer
82521396,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Hammer of Thunderbolts,U.N.N.,Ruralion Baeneduren
82608176,ADVENTURING,MUSICAL INSTRUMENT,Balthazaar Viscari,WIND INSTRUMENT,Lute,U.N.N.,Ruralion Baeneduren
82611636,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Walloping Ammunition Enchantment,ARCANTIC,Enthoril Murkywaters
82669644,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Lamannian Oak Focus,BORDERLANDS,Thaldrak Battlehammer
82684199,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Light hammer,BORDERLANDS,Thaldrak Battlehammer
82733213,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOL KITS,Navigator’s tools ,U.N.N.,Ruralion Baeneduren
82754981,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Amulet (Holy symbol),U.N.N.,Ruralion Baeneduren
82761206,COMMISSIONS,ADVENTURING EQUIPMENT,Bubbles,CLOAK,Verminshroud,SABLE,Nundro Rockseeker
82761740,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,LIGHT ARMOUR,Hide of the Feral Guardian,ARCANTIC,Enthoril Murkywaters
82803053,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Kythrian Manchineel Focus,ARCANTIC,Enthoril Murkywaters
82858564,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MARTIAL RANGED WEAPON,Hellsteel Martial Ranged Weapon,U.N.N.,Ruralion Baeneduren
82974240,LUXURY SPECIALTIES,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Drake,U.N.N.,Ruralion Baeneduren
83013762,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MARTIAL RANGED WEAPON,Net,U.N.N.,Ruralion Baeneduren
83018008,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOL KITS,Glassblower’s tools ,BORDERLANDS,Thaldrak Battlehammer
83053327,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,Healer’s kit ,RED CURTAIN,Siras Invictus
83078053,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,GAUNTLETS / GLOVES,Living Gloves,SABLE,Nundro Rockseeker
83279144,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,CLOTHING,Military Camoflage (Desert),RED CURTAIN,Siras Invictus
83364495,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,HEAVY ARMOUR,Plate mail,BORDERLANDS,Thaldrak Battlehammer
83374455,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,War pick ,BORDERLANDS,Thaldrak Battlehammer
83391394,ADVENTURING,SUMMONING DEVICE,Gundren Rockseeker,SUMMONING DEVICE,Onyx Dog of Wondrous Power,RED CURTAIN,Siras Invictus
83396919,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,BRACERS,Illusionists Bracers,ARCANTIC,Enthoril Murkywaters
83501438,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,HEAVY ARMOUR,Heavy Armour +2,BORDERLANDS,Thaldrak Battlehammer
83533946,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Moodmark Paint,ARCANTIC,Enthoril Murkywaters
83549481,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Vial (Crate),U.N.N.,Ruralion Baeneduren
83563708,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,AMMUNITION,Arrows (100),BORDERLANDS,Thaldrak Battlehammer
83567375,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,SIMPLE RANGED WEAPON,Devastation Orb,ARCANTIC,Enthoril Murkywaters
83588545,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Air Elemental Essence Shard,MYTHAL,Arentian Mythrandius
83679844,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,CLOAK,Cloak of the Manta Ray,U.N.N.,Ruralion Baeneduren
83692696,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Claws of the Umber Hulk,SABLE,Nundro Rockseeker
83746379,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,BRACERS,Bracers of Archery,ARCANTIC,Enthoril Murkywaters
83768763,LUXURY SPECIALTIES,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Masquerade Tattoo Enchantment,BORDERLANDS,Thaldrak Battlehammer
83846127,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Halberd ,BORDERLANDS,Thaldrak Battlehammer
83916286,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Mystery Key,ARCANTIC,Enthoril Murkywaters
83979870,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,HELMET,Hat of Vermin,MYTHAL,Arentian Mythrandius
83987300,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Handaxe ,BORDERLANDS,Thaldrak Battlehammer
83988647,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Potion of Stone Giant Strength,SABLE,Nundro Rockseeker
84002179,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,STAFF,Voyager Staff,SABLE,Nundro Rockseeker
84030665,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Air Elemental Essence Shard,SABLE,Nundro Rockseeker
84046983,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MEDIUM ARMOUR,Magical Elven Chain,U.N.N.,Ruralion Baeneduren
84070980,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,Uncommon Crafting Components,BORDERLANDS,Thaldrak Battlehammer
84091906,LUXURY SPECIALTIES,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Potion of Fire Giant Strength,SABLE,Nundro Rockseeker
84121255,LUXURY SPECIALTIES,MUSICAL INSTRUMENT,Balthazaar Viscari,STRING INSTRUMENT,Ollamh harp,ARCANTIC,Enthoril Murkywaters
84172514,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,IOUN STONE,Ioun Stone - Leadership,SABLE,Nundro Rockseeker
84178048,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Shavarran Birch Focus,RED CURTAIN,Siras Invictus
84228683,ADVENTURING,TOOLS & KITS,Kay Glimshine,GAMING SET,Playing card set,RED CURTAIN,Siras Invictus
84239675,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,STAFF,Staff of the Magi,SABLE,Nundro Rockseeker
84312805,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,GAUNTLETS / GLOVES,Gauntlets of Ogre Power,BORDERLANDS,Thaldrak Battlehammer
84320221,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,IOUN STONE,Ioun Stone - Insight,BORDERLANDS,Thaldrak Battlehammer
84417942,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SIMPLE RANGED WEAPON,Seeker Dart,MYTHAL,Arentian Mythrandius
84541846,LUXURY SPECIALTIES,JEWELRY,Lanec Lot,RING,Ring of Protection,MYTHAL,Arentian Mythrandius
84549750,COMMISSIONS,SUMMONING DEVICE,Gundren Rockseeker,SUMMONING DEVICE,Black Crystal Tablet,RED CURTAIN,Siras Invictus
84634398,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Gem of Brightness,U.N.N.,Ruralion Baeneduren
84644603,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Sword of Answering,MYTHAL,Arentian Mythrandius
84660877,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SHIELD,Shield of Expression,U.N.N.,Ruralion Baeneduren
84693431,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Spell Gem (Bloodstone),MYTHAL,Arentian Mythrandius
